20251211 050100;25763;25764.75;25750.75;25760.75;169
20251211 050200;25765;25765;25759.75;25761;13
20251211 050300;25763.75;25766;25763.75;25765.25;4
20251211 050400;25760;25763;25760;25763;5
20251211 050500;25763.25;25764.25;25761;25762.25;7
20251211 050600;25762.25;25762.25;25753.25;25753.25;5
20251211 050700;25753;25756.5;25753;25755.5;3
20251211 050800;25755;25755;25752.75;25752.75;3
20251211 050900;25753.75;25753.75;25747;25749.75;16
20251211 051000;25754.75;25755;25753;25753;6
20251211 051100;25753.5;25753.5;25747.25;25750;22
20251211 051200;25751.75;25752.75;25750.75;25751.25;11
20251211 051300;25751.5;25755.5;25751.5;25755.5;2
20251211 051400;25755;25757;25753;25753;5
20251211 051500;25751;25751;25751;25751;1
20251211 051600;25752.5;25752.5;25748;25752;29
20251211 051700;25755;25760;25754.75;25758.5;7
20251211 051800;25758;25762.25;25758;25762;20
20251211 051900;25759;25760;25759;25760;2
20251211 052000;25758.75;25760;25758.75;25760;4
20251211 052100;25752.5;25765;25750.75;25761;42
20251211 052200;25760.25;25760.25;25755.25;25755.25;28
20251211 052300;25754.75;25757;25753.75;25753.75;28
20251211 052400;25751.75;25758;25751.75;25755.75;21
20251211 052500;25756.25;25760;25754.75;25754.75;19
20251211 052600;25755.75;25757;25755.75;25757;5
20251211 052700;25755.5;25756.25;25755.5;25756.25;5
20251211 052800;25752.5;25754;25749.5;25752;13
20251211 052900;25749;25749;25746;25747;9
20251211 053000;25745;25746.5;25745;25745;4
20251211 053100;25740.75;25747.5;25740.75;25747.5;7
20251211 053200;25749;25749;25744.25;25745;6
20251211 053300;25743;25744.5;25739.75;25743.75;11
20251211 053400;25744.25;25746.75;25744.25;25746.75;5
20251211 053500;25749;25749;25742;25742;3
20251211 053600;25740.75;25745;25740.75;25744.75;4
20251211 053700;25744.25;25748.75;25744.25;25748.75;4
20251211 053800;25750;25753.25;25750;25753.25;3
20251211 053900;25748.75;25748.75;25748.75;25748.75;1
20251211 054000;25749.25;25753.5;25749.25;25752.75;4
20251211 054100;25753;25753;25753;25753;2
20251211 054200;25755;25755;25755;25755;1
20251211 054300;25753;25753;25750.5;25752.75;6
20251211 054400;25752.75;25752.75;25747.25;25748.25;5
20251211 054500;25748;25748;25747.5;25747.5;2
20251211 054800;25755;25760.5;25755;25760.5;4
20251211 054900;25761.5;25762.75;25760;25760;4
20251211 055000;25760.5;25760.5;25760.5;25760.5;1
20251211 055100;25767.5;25776.5;25767.5;25774;60
20251211 055200;25776.25;25777.75;25770;25770;11
20251211 055300;25772.25;25772.25;25769.25;25770;3
20251211 055400;25772.25;25772.25;25771;25771;3
20251211 055800;25773.5;25773.5;25771.75;25773;4
20251211 055900;25774.75;25774.75;25770;25770;8
20251211 060000;25769.5;25770;25769.5;25770;2
20251211 060100;25770;25770.75;25770;25770.5;4
20251211 060200;25772.25;25778.75;25772.25;25776;6
20251211 060300;25775;25777;25775;25777;4
20251211 060400;25776.75;25777.5;25775;25775;4
20251211 060500;25769.5;25769.5;25768.25;25768.25;3
20251211 060600;25767.25;25767.25;25762;25762;8
