20230103 045100;11027.25;11027.5;11025.25;11026.25;99
20230103 045200;11026.25;11026.75;11025.75;11026.75;52
20230103 045300;11027;11027.75;11026.25;11027;53
20230103 045400;11027.25;11027.5;11026.75;11026.75;34
20230103 045500;11027;11027;11024.5;11024.5;121
20230103 045600;11024.25;11025;11022.5;11023;257
20230103 045700;11023.5;11025.25;11023;11023;120
20230103 045800;11022.75;11024.25;11019.75;11023.5;334
20230103 045900;11023.75;11023.75;11022.25;11023.25;82
20230103 050000;11023.25;11023.25;11021.5;11022.25;123
20230103 050100;11022;11025.5;11021.75;11025.25;161
20230103 050200;11025.25;11026.25;11024;11024.5;95
20230103 050300;11024.5;11025;11023.75;11024.75;76
20230103 050400;11024.75;11027.5;11024.75;11027.25;155
20230103 050500;11027.5;11027.5;11026;11027;100
20230103 050600;11027;11029.25;11026.5;11028.75;247
20230103 050700;11029;11029.5;11025.5;11025.75;126
20230103 050800;11026.25;11026.25;11024.25;11025.5;96
20230103 050900;11025.25;11027.75;11025;11025.5;140
20230103 051000;11025.75;11026;11024.5;11025.25;68
20230103 051100;11025.5;11028.25;11025.5;11028.25;115
20230103 051200;11028.25;11028.75;11026.5;11027.5;111
20230103 051300;11027.75;11032.25;11027.75;11031.75;252
20230103 051400;11031.75;11036;11031.5;11035;551
20230103 051500;11034.75;11036.75;11033;11034;233
20230103 051600;11033.75;11036.75;11033.5;11036.5;181
20230103 051700;11036.5;11042.5;11034;11035.25;757
20230103 051800;11035;11035;11033.25;11034.75;100
20230103 051900;11034.75;11034.75;11032.75;11032.75;108
20230103 052000;11033;11034.75;11033;11033.5;62
20230103 052100;11033.25;11037.25;11032.75;11037.25;120
20230103 052200;11036.75;11038.25;11034.5;11035.5;173
20230103 052300;11034.75;11035.5;11032.75;11034.25;130
20230103 052400;11033.75;11034.25;11031.5;11033.5;160
20230103 052500;11033.75;11034;11032.5;11033;82
20230103 052600;11032.75;11033.25;11031;11032.5;113
20230103 052700;11032.25;11032.25;11029.5;11030.75;149
20230103 052800;11030.5;11030.75;11029;11029.75;148
20230103 052900;11029.75;11030;11027.5;11029.25;158
20230103 053000;11028.75;11029.25;11027.5;11028;83
20230103 053100;11028.5;11033;11028.5;11032.25;147
20230103 053200;11032.25;11032.5;11029.75;11030.25;174
20230103 053300;11030.5;11032;11030;11031.25;70
20230103 053400;11030.75;11032.75;11030.25;11032.75;60
20230103 053500;11032.75;11034;11031.5;11032;97
20230103 053600;11032;11033.5;11030.75;11031.75;85
20230103 053700;11031.5;11033.5;11031.5;11032;30
20230103 053800;11031.5;11032.75;11031;11031.5;85
20230103 053900;11031.5;11056.75;11030.75;11051;1983
20230103 054000;11051.25;11051.25;11044.5;11047.5;660
20230103 054100;11048;11048.75;11043.25;11046.25;296
20230103 054200;11045.75;11048.75;11045.25;11046.5;312
20230103 054300;11046.75;11049.25;11046;11048.5;188
20230103 054400;11048.75;11054.25;11048.25;11052.25;494
20230103 054500;11052.75;11055.25;11050.75;11051.75;357
20230103 054600;11051.75;11057;11051.75;11056.5;445
20230103 054700;11056.5;11056.75;11053;11053.75;260
20230103 054800;11053.5;11057.25;11053.5;11055.75;129
20230103 054900;11055.75;11056.5;11053.75;11054.25;171
20230103 055000;11054.25;11055.25;11050.5;11051.5;297
20230103 055100;11051;11052.25;11049.75;11050;168
20230103 055200;11050.25;11052.25;11049.75;11051.25;168
20230103 055300;11051.25;11051.25;11047.25;11049.5;254
20230103 055400;11049.5;11050;11047.25;11048.25;146
20230103 055500;11048.5;11049;11047.75;11049;75
20230103 055600;11049.5;11052.75;11049;11051;200
20230103 055700;11050.75;11051;11048;11049;153
20230103 055800;11049;11050.75;11049;11050.75;64
20230103 055900;11051;11051.25;11047.75;11049.5;76
20230103 060000;11050;11050.75;11049;11050.25;78
20230103 060100;11049.5;11050.75;11047.5;11048;144
20230103 060200;11048.5;11049.75;11047.5;11048;58
20230103 060300;11047.75;11048.25;11043.25;11045;297
20230103 060400;11045.25;11045.5;11042.5;11043;151
20230103 060500;11043.25;11044.75;11042.25;11044.75;104
20230103 060600;11044;11044.5;11041.5;11042;138
20230103 060700;11042.5;11042.75;11040.5;11041;160
20230103 060800;11041.75;11044.5;11041.75;11044.5;145
20230103 060900;11044.75;11046.75;11044.5;11045.25;164
20230103 061000;11046;11048.25;11046;11046.75;120
20230103 061100;11046.5;11049;11044.75;11049;163
20230103 061200;11048.5;11049;11046.25;11047;114
20230103 061300;11047;11047.75;11045.25;11045.5;72
20230103 061400;11045.75;11047.75;11044.25;11047.5;123
20230103 061500;11048.25;11049.75;11046.5;11048.5;133
20230103 061600;11049;11050.75;11049;11050.25;166
20230103 061700;11050.5;11052.5;11049;11049.25;159
20230103 061800;11050;11052.5;11049;11052;127
20230103 061900;11051.75;11054;11051.75;11052.5;160
20230103 062000;11052;11053.75;11051.75;11053.5;89
20230103 062100;11053.5;11053.75;11049.5;11051.75;201
20230103 062200;11051.75;11055.5;11051.25;11054.5;165
20230103 062300;11054.25;11056.75;11053;11055;167
20230103 062400;11055.25;11056;11054.5;11055.75;113
20230103 062500;11055.25;11057.75;11054.25;11057.75;170
20230103 062600;11057;11057.5;11055;11055.5;135
20230103 062700;11055.25;11057;11055;11056.25;90
20230103 062800;11056;11059.75;11056;11059;232
20230103 062900;11059.25;11062.75;11058.75;11062.25;352
20230103 063000;11061.5;11064;11060.5;11060.5;338
20230103 063100;11061;11064;11059.75;11062.5;335
20230103 063200;11062;11065;11062;11063.25;223
20230103 063300;11063;11063;11059.25;11060.25;256
20230103 063400;11060.5;11062.5;11059.25;11062;105
20230103 063500;11061.75;11061.75;11059;11060;136
20230103 063600;11060.25;11061;11058.25;11058.5;135
20230103 063700;11058.75;11059;11054.25;11054.5;221
20230103 063800;11054.25;11056;11044.75;11049;682
20230103 063900;11049.25;11049.25;11046;11047.75;325
20230103 064000;11047;11047;11041.25;11042.25;516
20230103 064100;11042;11044;11041.25;11043.75;225
20230103 064200;11043.25;11046.5;11043;11043.75;258
20230103 064300;11044;11044.75;11041.75;11041.75;129
20230103 064400;11042;11042.75;11040.75;11041.5;141
20230103 064500;11041.5;11041.75;11036.75;11037.25;378
20230103 064600;11037.75;11038.75;11034.5;11034.75;353
20230103 064700;11034.75;11037.5;11034;11036;233
20230103 064800;11036;11037.75;11034.5;11037.5;158
20230103 064900;11036.75;11040;11035.75;11039;388
20230103 065000;11038.75;11038.75;11036.5;11037.5;145
20230103 065100;11037.25;11039.25;11036.75;11039.25;108
20230103 065200;11039;11039.25;11037.25;11039;94
20230103 065300;11038.75;11039.5;11037.25;11038;141
20230103 065400;11037.5;11040.75;11036.5;11040.25;242
20230103 065500;11040.5;11041;11039.5;11040.25;138
20230103 065600;11039.75;11043.75;11039.75;11043.5;249
20230103 065700;11043.75;11044.75;11042.75;11043.5;206
20230103 065800;11043.75;11047;11043.75;11046.75;222
20230103 065900;11046.5;11047;11043.5;11045;233
20230103 070000;11045;11051.5;11045;11051;370
20230103 070100;11051;11057.25;11047.5;11056.25;830
20230103 070200;11056.25;11056.5;11049.5;11050.75;407
20230103 070300;11051;11056.75;11051;11053.25;345
20230103 070400;11053;11054;11043;11045;560
20230103 070500;11044.75;11045.75;11040.5;11041.75;377
20230103 070600;11041.75;11041.75;11037.75;11041.75;495
20230103 070700;11040.75;11041.5;11036.5;11038.25;341
20230103 070800;11038.25;11039.75;11035.5;11039;373
20230103 070900;11039.5;11040.25;11035.25;11035.25;273
20230103 071000;11035.25;11038.25;11033.5;11038;284
20230103 071100;11038;11040.5;11035.5;11036;261
20230103 071200;11036;11039.25;11035.5;11038.25;151
20230103 071300;11038.5;11039.5;11037.25;11037.75;86
20230103 071400;11038.5;11042;11038.5;11040;255
20230103 071500;11039.75;11040;11035.25;11037.75;156
20230103 071600;11038;11040.25;11037.25;11039.75;124
20230103 071700;11039.75;11042;11038.5;11041.5;160
20230103 071800;11041.25;11041.75;11039.5;11041;102
20230103 071900;11041;11043;11039;11039.75;186
20230103 072000;11039.5;11044.25;11039.5;11042;168
20230103 072100;11041.25;11042.5;11039.25;11040.5;111
20230103 072200;11041;11041.5;11036.25;11036.75;220
20230103 072300;11036.75;11041.25;11036.5;11040.75;159
20230103 072400;11039.75;11042;11037.25;11037.25;183
20230103 072500;11036.75;11039;11035.75;11036.75;198
